Title,Division
2008년 백상 장학생 선발 공고,장학
,
[Hospitality MBA] 입학설명회에초대합니다.,행사
,
[식품영양] 바이오푸드 네트워크 사업단 채용공고,모집
,
2008 Wuhan Summer Program 참가자 모집,모집
,
제 4기 시장경제체험단 모집,모집
,
2008/2009 불가리아 정부초청장학생 선발요강,장학
,
2008학년도 1학기 국내문화탐방 장학생 신청 공고,장학
,
2008년도 녹산재단 장학생 모집요강,장학
,
2008/2009 이집트 국제농업센터(EICA) 초청 연수생 선발 요강,장학
,
2008숙명인연합봉사 모집마감되었습니다.,모집
,
유레일패스 한장 구매에 18가지사은품이...,학생
,
커뮤니티 서비스 일시 중지 (4/15 23:00~),행사
,
교내-유럽배낭여행 설명회 개최,행사
,
[4학년필독]졸업앨범 촬영날짜 및 시간,학사
,
[4학년필독]졸업 앨범 촬영 공지,학사
,
[총학생회MUV] 허브티 야외 카페,학생
,
(NEW)외항사 항공권 모음,학생
,
숙명사랑듬뿍바자회 개최 및 물품 기증 안내,행사
,
[오늘특강]Phillip Raskin(Burson-Marsteller Korea),행사
,
"2008 1학기 학생봉사활동 및 학술,문화활동 실적자료 제출 안내",모집
,
2008-1학기 중간시험 실시,학사
,
"선린, 서울여중 보조교사 추가모집",모집
,
교내-유럽배낭여행설명회 개최,행사
,
교내 인터넷서비스 일시정지 안내 (4/17 22:00~24:00),학사
,
2008-1 강의자료 제작 워크숍 [대학원생 대상],행사
,
증명서 우편발송 서비스가 이렇게 달라졌어요~,학생
,
행정관 냉난방 중단(4/15-6/30),행사
,
오늘 교내서 배낭여행설명회 해요,행사
,
외항상 항공권 할인가 모음,행사
,
중문과 2008년 하계 단기연수(상해 사범대),장학
,
[졸준위] 졸업앨범 메이크업 예약안내,학사
,
[졸준위] 메이크업 야외 시연회,학사
,
[4학년 필독]졸업앨범 촬영 날짜 및 시간,학사
,
[4학년 필독]졸업앨범 촬영 공지,학사
,
튜터 2차 모임 4/18(금),학사
,
2008 Wuhan Summer Program 참가자 모집,모집
,
[졸준위]우천 시 졸업 앨범 촬영 여부,학사
,
2008년 4월 모의 TOEIC 시간 및 장소 공지,학사
,
2008학년도 S리더십 글로벌화 프로젝트 최종 선발팀 및 발대식 공지,모집
,
2008년 4월 19일(토) MOS테스트 시간안내,행사
,
2008학년도 1학기 국내문화탐방 장학생 신청 공고,장학
,
2008 청파은혜제/성년례 안내,행사
,
[졸준위]메이크업 야외 시연회,학사
,
[4학년 필독]졸업 앨범 촬영 날짜 및 시간,학사
,
[4학년 필독]졸업앨범 촬영공지,학사
,
[졸준위] 졸업앨범 메이크업 예약 안내,학사
,
[4학년 필독]졸업앨범 촬영 날짜 및 시간,학사
,
[4학년 필독]졸업앨범 촬영 공지,학사
,
[졸준위]졸업앨범 메이크업 예약 안내,학사
,
[졸준위]우천 시 앨범 촬영 여부,학생
,
2008년 8월 졸업예정자 졸업예정자료 확인 안내,학사
,
2008 청파은혜제/성년례 안내,행사
,
[교수학습]학습법 공모전 및 우수 학습사례 선정작,행사
,
[정보통신처]무선랜 아이디 발급정책 변경,학생
,
국제휠체어마라톤대회 봉사자 OT 안내,행사
,
[4학년 필독]졸업앨범 촬영 날짜 및 시간,학사
,
[4학년필독]졸업앨범 촬영 공지,학사
,
[졸준위]메이크업 예약 안내,학사
,
[4학년 필독]우천 시 졸업 앨범 촬영 여부,학사
,
중문과 2008년 하계 단기연수(상해 사범대),장학
,
취업지도조교 급여 및 보험 관련/교번 안내,행사
,
삼성생명 연계 봉사활동 신청자 안내사항,모집
,
[총학생회MUV] 시험 잘보세요~^^,학생
,
2008학년도 1학기 국내문화탐방 장학생 신청 공고,장학
,
2008/2009 이집트 국제농업센터(EICA) 초청 연수생 선발 요강,장학
,
2008 청파은혜제/성년례 안내,행사
,
"2008 1학기 학생 봉사활동 및 학술,문화 활동 실적 자료 제출 안내",모집
,
숙명사랑듬뿍바자회 개최 및 물품 기증 안내,행사
,
사랑의 헌혈운동에 참여하세요~,행사
,
행정관 냉난방 개보수 공사(4/26-5/1),학사
,
유럽배낭여행및 항공권 구매 적기 및 할인 !,학사
,
[국문] 졸업논문 제출 및 정보인증 합격증 제출 일정에 관한 공지,학사
,
재학생 무료 건강검진 실시,모집
,
[학술 Web DB]ProQuest DB 일시 중단 안내,행사
,
[총학생회MUV] 깜짝 시험간식^^ !!,학생
,
제17회서울국제휠체어마라톤대회 봉사자 공지사항(2008숙명리더십그룹연합봉사),모집
,
2008 숙명인 연합봉사 참가자 공지사항,모집
,
사랑의 헌혈 운동에 참여하세요!,행사
,
자연계 실험실안전교육 (보충) 참석안내,학사
,
[4학년 필독]졸업앨범 촬영 날짜 및 시간,학사
,
[4학년 필독]졸업앨범 촬영 공지,학사
,
[졸준위]졸업앨범 메이크업 예약 안내,학사
,
[4학년 필독] 우천 시 앨범 촬영 여부,학사
,
항공권 및 유럽배낭여행 정보 안내,장학
,
2008 청파은혜제/성년례 안내,행사
,
교내 가스시설 사용시 안전교육 실시(시설지원팀),모집
,
5월 17일 MATE 졸업자격시험 시행 안내,학사
,
2008학년도 1학기 국내문화탐방 장학생 신청 공고,장학
,
2008년 4월 28일 (월) MOS 개강안내,행사
,
[4학년 필독]졸업앨범 촬영 날짜 및 시간,학사
,
[4학년 필독] 졸업앨범 촬영 공지,학사
,
[4학년 필독]우천 시 졸업앨범 촬영 여부,학사
,
[졸준위]메이크업 예약 안내,학사
,
[링구아] 박코치 영어 훈련소 5월 훈련공지!!,모집
,
2008 청파은혜제/성년례 안내,행사
,
2008학년도 1학기 국내문화탐방 장학생 신청 공고,장학
,
2008 창업동아리 우수아이템 개발 지원사업 안내,장학
,
[4학년 필독]졸업앨범 촬영 날짜 및 시간,학사
,
[4학년 필독]졸업앨범 촬영 공지,학사
,
[4학년 필독]우천시 졸업앨범 촬영 여부,학사
,
[졸준위]메이크업 예약 안내,학사
,
[교수학습]영어 레포트 작성하기 워크숍 안내,행사
,
[교수학습]보고서 작성법 워크숍 안내,행사
,
[링구아]박코치 영어 훈련소 5월 훈련 공지!,모집
,
제3회 농촌 희망대학장학생 수기 공모전 시행안내,장학
,
[시사회] 영화 <페넬로피> 시사회 안내,행사
,
제8회 숙명사랑듬뿍바자회 행사 품목 안내,행사
,
5월 17일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
행정관 냉난방 개보수 공사 협조 안내 2,학사
,
숙명국제여름학교(SISS 2008) 예비수강신청 놓치지 마세요!,학사
,
[식품영양] 실험실안전교육 참석안내,학사
,
KTF&숙명_3G모바일멀티미디어콘텐츠공모전,행사
,
제8회 숙명사랑듬뿍바자회 행사 품목 가격 안내,행사
,
[총학생회MUV] 허브티 야외카페,학생
,
2008학년도 1학기 총장 재학생 간담회,학사
,
(의류학과) 실험실 안전 교육을 실시합니다.,모집
,
[국문]학술기행 공지,학사
,
[링구아]박코치 소리 훈련소 5월 훈련 공지!,모집
,
[총학생회MUV] 동아리 회장단 회의 소집 공고,학생
,
5월 17일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
[링구아]2008년 5월 모의 TOEIC,행사
,
2008 청파은혜제/성년례 안내,행사
,
2008학년도 1학기 총장 재학생 간담회,학사
,
[도서관]도서특별할인전,행사
,
제8회 사랑듬뿍 바자회 행사품목 가격안내,행사
,
[시사회] 영화 '페넬로피' 시사회 안내,행사
,
숙명국제여름학교(SISS 2008) 예비수강신청 놓치지 마세요!,학사
,
정영양자수박물관 임시 휴관 안내,행사
,
KTF&숙명_모바일멀티미디어콘텐츠공모전,행사
,
"[H.Report 제22호] 명성은 측정할 수 있으며, 따라서 관리할 수 있다.",행사
,
5월 17일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
녹색연합 생태현장나눔강좌 안내,학사
,
자연과학계 실험실안전교육 참석안내,학사
,
(중문과) 단기 하계 연수 공지 - 마감임박,모집
,
[4학년필독]졸업앨범 촬영 날짜 및 시간,학사
,
[4학년 필독]졸업앨범 촬영공지,학사
,
[4학년 필독] 우천 시 졸업앨범 촬영 여부,학사
,
[졸준위] 메이크업 예약 안내,학사
,
[교수학습]영어강의 학습전략워크숍 4차 접수 마감,행사
,
[교수학습]보고서작성법워크숍 안내,행사
,
2008년 5월 3일(토) MOS테스트 시간안내,학사
,
2008 해외활동페어 경품 당첨자 안내,장학
,
[링구아]박코치 소리 훈련소 5월 훈련공지!,모집
,
[총학생회MUV] 동아리 부스 신청서,행사
,
[도서관] 할인판매 마지막날입니다,행사
,
2008 청파은혜제/성년례 안내,행사
,
2008학년도 1학기 총장 재학생 간담회,학사
,
5월 17일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2차 스터디 그룹장 모임,모집
,
유레일패스및 유럽배낭여행 안내,장학
,
[졸준위]메이크업 전문업체 끌레이지예약안내,학사
,
[동아일보] 18대 국회의원 당선자 웹사이트 분석해보니…,학생
,
[이타임즈] 국회의원 당선자 홈페이지 평가,행사
,
[링구아]박코치 소리 훈련소 5월 공지!,모집
,
5월 17일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
"제1회 기업인, 도전과 열정의 스토리 공모전",행사
,
정영양자수박물관 임시 휴관 안내,행사
,
2008학년도 1학기 총장 재학생 간담회,학사
,
2008 청파은혜제 성년례 안내,행사
,
제3회 농촌 희망대학장학생 수기 공모전 시행안내,장학
,
2008년 8월 졸업예정자 대상 MATE 특별시험 시행 안내,학사
,
"2008 1학기 학생 봉사활동 및 학술,문화 활동 실적 자료 제출 안내",모집
,
[4학년필독]졸업앨범 촬영 날짜 및 시간,학사
,
[4학년 필독]졸업앨범 촬영공지,학사
,
[4학년 필독] 우천 시 졸업앨범 촬영 여부,학사
,
[졸준위] 5월 10일 추가촬영 신청,모집
,
2008학년도 1학기 총장 재학생 간담회,학사
,
구충제 무료 배부,행사
,
[마감] 아시아여성연구소 연구원 초빙 공고,모집
,
총장님 출장 공지,행사
,
[총학생회MUV] 학과 축제 부스 신청,행사
,
[총학생회MUV] 청파제 공연 지원서,행사
,
[시사회] 영화 '페넬로피' 시사회 안내,행사
,
2008 청파은혜제 성년례 안내,행사
,
5월 17일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2008년 8월 졸업예정자 대상 MATE 특별시험 시행 안내,학사
,
2008학년도 1학기 총장 재학생 간담회,학사
,
[총학생회MUV] 동아리 부스 관련 추첨안내,행사
,
AI 발생 관련 일반 국민 행동 요령,학사
,
KTF&숙명_모바일멀티미디어콘텐츠공모전,행사
,
AI와 관련된 유의사항 안내,학사
,
<총학생회MUV> 리더십 그룹 부스 신청서,행사
,
그녀의 S다이어리 e-Book,행사
,
[4학년필독]졸업앨범 촬영 날짜 및 시간,학사
,
[4학년 필독]졸업앨범 촬영공지,학사
,
[4학년 필독] 우천 시 졸업앨범 촬영 여부,학사
,
[졸준위] 메이크업 예약 안내,학사
,
[졸준위] 5월 10일 추가촬영 신청,모집
,
2008 청파은혜제 성년례 안내,행사
,
2008학년도 1학기 총장 재학생 간담회,학사
,
KTF&숙명_모바일멀티미디어컨텐츠공모전,행사
,
5월 17일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2008년 8월 졸업예정자 대상 MATE 특별시험 시행 안내,학사
,
[총학생회MUV] 리더십그룹 축제부스 신청,행사
,
2차 스터디그룹장 모임,모집
,
"2008 1학기 학생 봉사활동 및 학술, 문화 활동 실적 자료 제출 안내",모집
,
유레일패스 및 유럽배낭여행 안내,장학
,
[총학생회MUV] 학과 부스 추첨 안내,행사
,
2008 해외활동페어 경품 당첨자 안내,장학
,
숙명여대 교육방송국 SBS 제33회 방송제 안내,행사
,
2008학년도 1학기 총장 재학생 간담회,학사
,
5월 17일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2008년 8월 졸업예정자 대상 MATE 특별시험 시행 안내,학사
,
외항사 항공권 할인가 모음,학생
,
[특강]영어과외는 내가 접수한다.,행사
,
"영문학부 60주년 기념축제 (5월 17일, 토요일)",행사
,
[당첨자 발표] 스승님께 감사메시지 전하기 이벤트,행사
,
[졸준위]앨범미촬영자 추가 촬영 신청,모집
,
[총학생회] 청파장기자랑 참가자 모집,모집
,
[총학생회] 학과 및 리더십 그룹 부스 재배치 결과 공지,행사
,
[4학년 필독]5월 13일 졸업앨범 촬영이 연기되었습니다.,학사
,
청파제 관련 주차장 이용안내,학사
,
2008학년도 1학기 총장 재학생 간담회,학사
,
[5/13] 학생일반우편 도착 알림,학사
,
외항사 항공권 할인가 모음,학생
,
유레일 패스 및 유럽배낭여행 안내,장학
,
커뮤니티 파일 업·다운로드 복구 안내 (5/14 07:00),학사
,
2008년 8월 졸업예정자 대상 MATE 특별시험 시행 안내,학사
,
2008학년도 1학기 총장 재학생 간담회,학사
,
외부장학금 수혜 사실 조사 안내,장학
,
똑똑하고 알뜰한 숙대생들을 위한 제안,학생
,
[총학생회 MUV] 동아리 주점 부스 포함 부스 배치 최종본,학생
,
[총학생회 MUV]청파장기자랑 예선전 공지,학생
,
2008년 8월 졸업예정자 대상 MATE 특별시험 시행 안내,학사
,
외부장학금 수혜 사실 조사 안내,장학
,
2008학년도 1학기 총장 재학생 간담회,학사
,
자궁경부암이란?,모집
,
자궁경부암 예방접종 실시,행사
,
제1회 숙명 English Essay Contest 시상식 연기 안내,행사
,
[총학생회MUV] 청파제,행사
,
대학원학칙 및 학칙시행세칙 개정안 공지,학사
,
2008학년도 1학기 총장 재학생 간담회,학사
,
외항사 항공권 할인 모음,학생
,
[총학생회]둘째날 부스자리배치 수정,행사
,
외부장학금 수혜 사실 조사 안내,장학
,
2008학년도 1학기 총장 재학생 간담회,학사
,
5월14일(화)순헌관319호실 회계감사후 USB이동저장장치 분실,학사
,
2008 숙명인 연합봉사 이야기(UCC),모집
,
정영양자수박물관 특별전 행사 안내,행사
,
[생중계] Campus Class&Concert,행사
,
[총학생회MUV] 2008년도 청파제 쑈,행사
,
[총학생회MUV] 청파제 이벤트 1. 무브를 찾아라,행사
,
[재연기 공지]국내문화탐방 장학생 선발공고,장학
,
2008학년도 1학기 총장 재학생 간담회,학사
,
외부장학금 수혜 사실 조사 안내,장학
,
"셋째날 학과, 리더십그룹 부스자리배치 수정",행사
,
[국제관계대학원]5/29국제명사강연시리즈3,학사
,
건강체력실 6월 회원 모집 안내,모집
,
2008학년도 1학기 총장 재학생 간담회,학사
,
[특강]영어 독해는 어떻게 가르칠까?,행사
,
[스터디그룹]2차 그룹장모임 5/19(월)~21(수),학사
,
교내 AI와 관련된 안내(2),학사
,
똑똑하고 알뜰한 숙대생들을 위한 제안,학생
,
2008 숙명인연합봉사 이야기 (감동UCC버전),모집
,
의류학과 공개 논문 심사 일정,학사
,
2008년 5월 19일 (월) MOS 개강안내,학사
,
배낭여행 상품 및 유럽 유레일패스 안내,장학
,
[4학년필독]일본학/관현악/도시조경/화학과 졸업앨범 촬영 일정,학사
,
[졸준위]졸업앨범비 환불신청 안내,학사
,
[재연기 공지]국내문화탐방 장학생 선발공고,장학
,
2008학년도 1학기 총장 재학생 간담회,학사
,
외부장학금 수혜 사실 조사 안내,장학
,
2008학년도 1학기 총장 재학생 간담회,학사
,
[스터디그룹]2차 그룹장모임-5/19(월)~21(수),학사
,
KTF&숙명_모바일멀티미디어콘텐츠공모전,행사
,
LG CYON휴대폰 무료 AS(5/19~21),학사
,
똑똑하고 알뜰한 숙대생들을 위한 제안,학생
,
우학재단 ‘학비 및 생계비 지원대상자’ 선발 공고,장학
,
91차(4월) 학사퀴즈 당첨자 발표!!,행사
,
제7회 숙명토론대회 진행봉사자 사전 교육 실시,행사
,
[총학생회MUV] 청파제 이벤트 당첨자 공지,행사
,
2008대학생멘토링 멘토 간담회 안내,모집
,
[총학생회MUV] MUV와 하는 야외카페,학생
,
외부장학금 수혜 사실 조사 안내,장학
,
SISS 08 본수강신청 놓치지 마세요!,학사
,
[취업페스티벌] 취업희망하는 숙명인 모여라!!,행사
,
제1회 숙명 English Essay Contest 결과 발표 및 시상식 안내,행사
,
[링구아]박코치훈련소 6월 및 여름방학 훈련 공지!,모집
,
국내문화탐방 장학생 명단 공지,장학
,
KTF3G콘텐츠공모전제안서 접수마감일(~22일 오후 5시),행사
,
(주)이마스 인턴사원 모집,모집
,
교원그룹 대학생 인턴사원 모집,모집
,
2008학년도 1학기 평생교육사 실습 신청 안내,장학
,
「2008 민관협력우수사례공모대회」,행사
,
제 11회 좋은 방송을 위한 시민의 비평상,행사
,
[국제관계]5/27 필리핀 주한 대사 특강,행사
,
이제는 세계여행! + 어학UP특강,행사
,
[취업페스티벌] 취업하고 싶은 숙명인! 다 모여라~~,행사
,
[링구아]박코치 훈련소 6월 및 여름방학 훈련공지,모집
,
외부장학금 수혜 사실 조사 안내,장학
,
우학재단 ‘학비 및 생계비 지원대상자’ 선발 공고,장학
,
국내문화탐방 장학생 명단 공지,장학
,
2008 여름계절 사회봉사교과목 수강안내,학사
,
제63차 MATE 정기시험 시행 안내,학사
,
2008년 5월 24일(토) MOS테스트 시간안내,학사
,
2008년 1학기 의류학과 졸시 결과 및 2차 시험 일정 공지,학사
,
"[취업페스티벌] 서류클리닉, 해외인턴십 등! 취업하고 싶은 숙명인 모여라~~",행사
,
숙명인의 안전을 위한 순찰 실시 안내,행사
,
제63차 MATE 정기시험 시행 안내,학사
,
2008 SISS 본수강신청 놓치지 마세요!,학사
,
외부장학금 수혜 사실 조사 안내,장학
,
우학재단 ‘학비 및 생계비 지원대상자’ 선발 공고,장학
,
재학생 건강검진 결과지 배부 안내,행사
,
국내문화탐방 장학생 명단 공지,장학
,
숙명인의 안전을 위한 순찰 실시 안내,행사
,
"2008년 1학기 봉사활동 및 학술, 문화 활동실적 자료 제출 안내",학사
,
[링구아]박코치 소리 훈련소 6월 훈련 및 여름 방학 공지!,모집
,
[졸준위]졸업앨범비 환불신청 안내,학사
,
[동아일보] “청와대 웹사이트도 소통 부재”,학생
,
"[연합뉴스] 웹접근성 외교통상부와 경찰청 최우수, 청와대 최하",학생
,
[IT'sU]와이브로 홍보행사 당첨자 발표,행사
,
"정전안내(5/31, 순헌관 5~6시)",학사
,
계절학기 사회봉사교과목 수강안내,학사
,
제7회 숙명토론대회 결선대회,행사
,
100원의 기적 들어보셨나요?[숙명환경봉사단과 함께하는 굿네이버스 기부운동],모집
,
MATE 체험하기 & 설명회 개최 안내,행사
,
의류학과 석사 공개논문심사 장소 변경,학사
,
2008학년도 국제관계대학원 후기 신입생 모집,모집
,
[5월27일] 필리핀 주한대사 특강,행사
,
[국제관계대학원]5/29 손지애CNN서울지국장 특강 안내,학사
,
이벤트 마지막 주간입니다 *^^*,행사
,
[링구아]2008년 6월 모의 TOEIC,행사
,
커뮤니티 콘텐츠 Contest!,행사
,
2008-1 수업평가 시행 안내,학사
,
SISS 2008 본수강신청 놓치지 마세요!,학사
,
외부장학금 수혜 사실 조사 안내,장학
,
국내문화탐방 장학생 명단 공지,장학
,
숙명인의 안전을 위한 순찰 실시 안내,행사
,
제63차 MATE 정기시험 시행 안내,학사
,
"2008년 1학기 봉사활동 및 학술, 문화 활동실적 자료 제출 안내",학사
,
MATE 체험하기 & 설명회 개최 안내,행사
,
계절학기 사회봉사교과목 수강안내,학사
,
100원의 기적 들어보셨나요?[숙명환경봉사단과 함께하는 굿네이버스 기부운동],모집
,
조교 교육 안내 : 2008 학생활동실적 조사 및 관리 업무 처리 관련,모집
,
2008학년도 후기 국제관계대학원 모집안내,장학
,
냉방기 시운전(5/27-5/29),학사
,
[IT'sU]와이브로 홍보행사 당첨자 발표,행사
,
영국 문화원에서 듣는 영국 대학 강의,모집
,
"[상품이 와르르] MP3, USB 등 다양한 상품 팡팡!!",행사
,
[링구아]박코치 영어 훈련소 6월 훈련 공지!!!,모집
,
코타키나바루/세부특가여행,행사
,
숙명인의 안전을 위한 순찰 실시 안내,행사
,
SISS 본수강신청 놓치지 마세요!,학사
,
제63차 MATE 정기시험 시행 안내,학사
,
MATE 체험하기 & 설명회 개최 안내,행사
,
[졸준위]졸업앨범 환불신청 안내,학사
,
재학생 건강검진 결과지 배부 안내,행사
,
국제학생증 발급 안내,학사
,
[국제명사강연시리즈]손지애 CNN서울지국장 특강,행사
,
규정시행(20080526),학사
,
[총학생회MUV] 미국산 쇠고기수입 입장 표명,학생
,
SISS 2008 본수강신청 오늘까지입니다!,학사
,
제63차 MATE 정기시험 시행 안내,학사
,
외부장학금 수혜 사실 조사 안내,장학
,
국내문화탐방 장학생 명단 공지,장학
,
숙명인의 안전을 위한 순찰 실시 안내,행사
,
사랑의 헌혈 캠페인 취소 공지,행사
,
2008년 5월 31일(토) MOS테스트 시간안내,학사
,
[졸준위] 졸업앨범 환불신청안내,학사
,
국내문화탐방단 2차 사전교육 안내,모집
,
u-Kiosk 증명발급 중지 안내,학사
,
중어중문학과 18대 원어연극 추가오디션,행사
,
2008년 6월 모의 TOEIC,행사
,
[총학생회]오늘 촛불집회에 관련한 두 번째 입장표명,학생
,
계절학기 사회봉사교과목 수강안내,학사
,
"2008-1 수업평가 시행 안내(대학, 대학원)",학사
,
외부장학금 수혜 사실 조사 안내,장학
,
제63차 MATE 정기시험 시행 안내,학사
,
숙명인의 안전을 위한 순찰 실시 안내,행사
,
국제학생증 발급 안내,학사
,
[졸준위]졸업앨범 환불신청 안내,학사
,
2008학년도 2학기 전공선택 실시,학사
,
[총학생회]어제(5월 29일) 서울광장 촛불집회 참석 및 향후계획,학사
,
시계 분실하신 분 MATE 사무실로 연락주십시오.,학생
,
[링구아]박코치 소리 훈련소 6월 훈련 공지!,모집
,
숙명여자대학교 에너지 절약 캠페인 선포식 안내,학사
,
우학재단 ‘학비 및 생계비 지원대상자’ 선발 공고,장학
,
숙명인의 안전을 위한 순찰 실시 안내,행사
,
대학원학칙 및 학칙시행세칙 시행(20080519),학사
,
국내문화탐방단 3차 사전교육 안내,모집
,
6월 21일 MATE 졸업자격시험 시행 안내,학사
,
정전안내,장학
,
2008-1학기 보조교사 봉사활동확인안내,모집
,
중어중문학과 제18대 원어연극 추가 오디션,행사
,
08-1실험실안전교육 참석현황 알림,학사
,
2008학년도 2학기 기숙사 이용 안내,장학
,
실험실안전점검 결과공개 (08-1),학사
,
1학기 사회봉사교과목 실습보고서입력 및 출석확인서 제출안내,학사
,
6월 21일 MATE 졸업자격시험 시행 안내,학사
,
[학부]2차 졸업준비설명회 개최 안내,학사
,
2008-1 수업평가 시행 안내,학사
,
학생활동실적제출 및 우수학생장학금 장학생 선발 일정 안내,장학
,
국제학생증 발급 안내,학사
,
[총학생회MUV] 6.5 행진 함께하자!,행사
,
[링구아]2008년 6월 모의 TOEIC,행사
,
우학재단 ‘학비 및 생계비 지원대상자’ 선발 공고,장학
,
2008-1학기 기말시험 실시,학사
,
2008학년도 2학기 기초생활수급자 장학금 신청안내,장학
,
6월 21일 MATE 졸업자격시험 시행 안내,학사
,
2008학년도 2학기 기숙사 이용 안내,장학
,
학생활동실적제출 및 우수학생장학금 장학생 선발 일정 안내,장학
,
현충일 국기달기 계획 (교육과학기술부),장학
,
[총학생회MUV] 뉴라이트 소문에 대한 입장표명,학생
,
[듀오 아카데미] 제5회 커리어 우먼으로 가는 PRO 취업 특강,행사
,
[총학생회MUV] 6.5 행진 함께하자!,행사
,
[국문] 2008년 2기 멘토프로그램(외국인을 위한 한국어 교사 양성 과정) 멘티 모집,모집
,
[졸준위] 졸업앨범사진 확인 및 선택기간,학사
,
[총학생회MUV]촛불집회 유의사항,행사
,
[총학생회MUV]광우병 대책위 제안 답변,학생
,
6월 21일 MATE 졸업자격시험 시행 안내,학사
,
유행성 눈병 예방,행사
,
[총학생회MUV]국무총리와의 시국토론 안내,행사
,
컨닝하셨쎄여?-캠퍼스 정직문화운동!,행사
,
현충일(6/6) 도서관 휴관 안내,행사
,
2008 여름계절 사회봉사교과목 안내,학사
,
2008-1 수업평가 시행 안내,학사
,
1학기 사회봉사교과목 실습보고서입력 및 출석확인서 제출안내,학사
,
[4학년필독]졸업앨범사진 확인 및 선택기간,학사
,
6월 21일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2008학년도 2학기 기숙사 이용 안내,장학
,
학생활동실적제출 및 우수학생장학금 장학생 선발 일정 안내,장학
,
2008-1 수업평가 시행 기간 연장 안내,학사
,
국제학생증 발급 안내,학사
,
6월 10일 동맹휴업을 위한 총투표 실시,행사
,
2008년 졸업자격인증(정보능력) 대체수업 개설 안내,학사
,
임마누엘 연주홀 대관 신청(6/9-6/16) 공고,장학
,
08-2 청파갤러리 대관신청(6/9-6/16) 공고,장학
,
학생증 발급 일시중지 안내,학사
,
[총학생회MUV]SBS 뉴스 오보 정정합니다!,행사
,
[총학생회MUV]총투표 결과에 따른 행동방안,학생
,
[총학생회MUV]총투표 결과 보고,행사
,
6월 21일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2008학년도 2학기 기숙사 이용 안내,장학
,
학생활동실적제출 및 우수학생장학금 장학생 선발 일정 안내,장학
,
2008-1 수업평가 연장 안내,학사
,
[4학년필독]졸업앨범사진 확인 및 선택기간,학사
,
[복구완료] 순헌관 무선랜 네스팟 일시중지안내,학사
,
재학생 무료 건강검진 결과지 배부,행사
,
[정치외교학과] 교직이수자 선발 안내,장학
,
여름계절 사회봉사교과목 자율신청안내,학사
,
2008' 1학기 총장-재학생 간담회 회의록,학사
,
6월 21일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2008학년도 2학기 기숙사 이용 안내,장학
,
2008' 1학기 총장-재학생 간담회 회의록,학사
,
숙명 에너지 절약 캠페인 'MUST SAVE THE ENERGY,학생
,
캠퍼스 정직문화운동 - 컨닝하시맙시다,행사
,
정부보증 학자금 대출이자지원 안내,장학
,
수업평가 오늘 마감합니다.!!!,모집
,
[사이버강의] 학부사이버강의 로그인 테스트 안내,학사
,
[도서관]2008년 대학원 졸업예정자 학위논문 제출 설명회,학사
,
6월 21일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
6월 21일 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
(의류학과) 2008학년도 2차 졸업시험 결과 공지,학사
,
2008학년도 2학기 기숙사 이용 안내,장학
,
학생활동실적제출 및 우수학생장학금 장학생 선발 일정 안내,장학
,
[무료 영어공부] SM English Book Club,행사
,
여름학기 영어강좌 안내,모집
,
2008년 졸업자격인증(정보능력) 대체수업 개설 안내,학사
,
정전안내,장학
,
대학생 맞춤형 세관체험 프로그램,행사
,
한자 자격증(국가공인2급) 취득 강의안내,학사
,
여름방학 중 도서관 개관시간 안내,행사
,
학생활동실적제출 및 우수학생장학금 장학생 선발일정,장학
,
2008학년도 2학기 기초생활수급자 장학금 신청안내,장학
,
2008년도 2학기 농촌출신대학생 학자금 무이자융자 신청요강 안내,장학
,
2008학년도 2학기 기숙사 이용 안내,장학
,
SSAT 응시자 결과 확인,행사
,
해외여행자를 위한 말라리아 예방 안내,행사
,
LMS(장문문자) 서비스 오픈,학생
,
[제7회 숙명토론대회] 결선 우수토론평가서 제출자,행사
,
2008년 대학원 졸업예정자 학위논문 제출 설명회 개최,학사
,
규정시행(20080616),학사
,
학생활동실적제출 및 우수학생장학금 장학생 선발일정,장학
,
2008년도 2학기 농촌출신대학생 학자금 무이자융자 신청요강 안내,장학
,
2008학년도 2학기 기숙사 이용 안내,장학
,
여름계절 사회봉사교과목 자율신청안내,학사
,
방학 중 IPTV 운영안내,행사
,
